year,ens,rcp,ship_type,num_months
2063,ens7,8p5,1A,6
2063,ens7,8p5,1AS,10
2063,ens8,2p6,1A,5
2063,ens8,2p6,1AS,7
2063,ens8,8p5,1A,8
2063,ens8,8p5,1AS,9
2063,ens9,2p6,1A,6
2063,ens9,2p6,1AS,7
2063,ens9,8p5,1A,11
2063,ens9,8p5,1AS,12
2064,ens1,2p6,1A,4
2064,ens1,2p6,1AS,6
2064,ens1,8p5,1A,7
2064,ens1,8p5,1AS,8
2064,ens10,2p6,1A,5
2064,ens10,2p6,1AS,7
2064,ens10,8p5,1A,6
2064,ens10,8p5,1AS,10
2064,ens11,2p6,1A,6
2064,ens11,2p6,1AS,8
2064,ens11,8p5,1A,7
2064,ens11,8p5,1AS,11
2064,ens12,2p6,1A,5
2064,ens12,2p6,1AS,7
2064,ens12,8p5,1A,5
2064,ens12,8p5,1AS,8
2064,ens13,2p6,1A,4
2064,ens13,2p6,1AS,4
2064,ens13,8p5,1A,4
2064,ens13,8p5,1AS,6
2064,ens2,2p6,1A,4
2064,ens2,2p6,1AS,4
2064,ens2,8p5,1A,5
2064,ens2,8p5,1AS,7
2064,ens3,2p6,1A,4
2064,ens3,2p6,1AS,8
2064,ens3,8p5,1A,7
2064,ens3,8p5,1AS,7
2064,ens4,2p6,1A,4
2064,ens4,2p6,1AS,6
2064,ens4,8p5,1A,7
2064,ens4,8p5,1AS,11
2064,ens5,2p6,1A,6
2064,ens5,2p6,1AS,8
2064,ens5,8p5,1A,6
2064,ens5,8p5,1AS,6
2064,ens6,2p6,1A,6
2064,ens6,2p6,1AS,7
2064,ens6,8p5,1A,7
2064,ens6,8p5,1AS,9
2064,ens7,2p6,1A,7
2064,ens7,2p6,1AS,9
2064,ens7,8p5,1A,6
2064,ens7,8p5,1AS,7
2064,ens8,2p6,1A,4
2064,ens8,2p6,1AS,7
2064,ens8,8p5,1A,7
2064,ens8,8p5,1AS,9
2064,ens9,2p6,1A,6
2064,ens9,2p6,1AS,7
2064,ens9,8p5,1A,8
2064,ens9,8p5,1AS,10
2065,ens1,2p6,1A,7
2065,ens1,2p6,1AS,9
2065,ens1,8p5,1A,6
2065,ens1,8p5,1AS,7
2065,ens10,2p6,1A,5
2065,ens10,2p6,1AS,8
2065,ens10,8p5,1A,5
2065,ens10,8p5,1AS,11
2065,ens11,2p6,1A,6
2065,ens11,2p6,1AS,8
2065,ens11,8p5,1A,8
2065,ens11,8p5,1AS,11
2065,ens12,2p6,1A,5
2065,ens12,2p6,1AS,6
2065,ens12,8p5,1A,7
2065,ens12,8p5,1AS,9
2065,ens13,2p6,1A,4
2065,ens13,2p6,1AS,6
2065,ens13,8p5,1A,4
2065,ens13,8p5,1AS,5
2065,ens2,2p6,1A,3
2065,ens2,2p6,1AS,4
2065,ens2,8p5,1A,6
2065,ens2,8p5,1AS,8
2065,ens3,2p6,1A,4
2065,ens3,2p6,1AS,6
2065,ens3,8p5,1A,7
2065,ens3,8p5,1AS,9
2065,ens4,2p6,1A,4
2065,ens4,2p6,1AS,7
2065,ens4,8p5,1A,8
2065,ens4,8p5,1AS,11
2065,ens5,2p6,1A,5
2065,ens5,2p6,1AS,6
2065,ens5,8p5,1A,8
2065,ens5,8p5,1AS,8
2065,ens6,2p6,1A,6
2065,ens6,2p6,1AS,7
2065,ens6,8p5,1A,7
2065,ens6,8p5,1AS,9
2065,ens7,2p6,1A,4
2065,ens7,2p6,1AS,9
2065,ens7,8p5,1A,7
2065,ens7,8p5,1AS,10
2065,ens8,2p6,1A,4
2065,ens8,2p6,1AS,5
2065,ens8,8p5,1A,7
2065,ens8,8p5,1AS,8
2065,ens9,2p6,1A,6
2065,ens9,2p6,1AS,7
2065,ens9,8p5,1A,8
2065,ens9,8p5,1AS,9
2066,ens1,2p6,1A,5
2066,ens1,2p6,1AS,8
2066,ens1,8p5,1A,6
2066,ens1,8p5,1AS,7
2066,ens10,2p6,1A,5
2066,ens10,2p6,1AS,6
2066,ens10,8p5,1A,5
2066,ens10,8p5,1AS,7
2066,ens11,2p6,1A,6
2066,ens11,2p6,1AS,8
2066,ens11,8p5,1A,7
2066,ens11,8p5,1AS,11
2066,ens12,2p6,1A,5
2066,ens12,2p6,1AS,7
2066,ens12,8p5,1A,7
2066,ens12,8p5,1AS,9
2066,ens13,2p6,1A,4
2066,ens13,2p6,1AS,5
2066,ens13,8p5,1A,6
2066,ens13,8p5,1AS,7
2066,ens2,2p6,1A,2
2066,ens2,2p6,1AS,2
2066,ens2,8p5,1A,8
2066,ens2,8p5,1AS,9
2066,ens3,2p6,1A,4
2066,ens3,2p6,1AS,8
2066,ens3,8p5,1A,6
2066,ens3,8p5,1AS,6
2066,ens4,2p6,1A,4
2066,ens4,2p6,1AS,7
2066,ens4,8p5,1A,8
2066,ens4,8p5,1AS,8
2066,ens5,2p6,1A,4
2066,ens5,2p6,1AS,6
2066,ens5,8p5,1A,6
2066,ens5,8p5,1AS,8
2066,ens6,2p6,1A,5
2066,ens6,2p6,1AS,6
2066,ens6,8p5,1A,11
2066,ens6,8p5,1AS,12
2066,ens7,2p6,1A,5
2066,ens7,2p6,1AS,7
2066,ens7,8p5,1A,6
2066,ens7,8p5,1AS,8
2066,ens8,2p6,1A,5
2066,ens8,2p6,1AS,6
2066,ens8,8p5,1A,8
2066,ens8,8p5,1AS,9
2066,ens9,2p6,1A,8
2066,ens9,2p6,1AS,11
2066,ens9,8p5,1A,8
2066,ens9,8p5,1AS,9
2067,ens1,2p6,1A,5
2067,ens1,2p6,1AS,5
2067,ens1,8p5,1A,7
2067,ens1,8p5,1AS,8
2067,ens10,2p6,1A,5
2067,ens10,2p6,1AS,6
2067,ens10,8p5,1A,6
2067,ens10,8p5,1AS,8
2067,ens11,2p6,1A,6
2067,ens11,2p6,1AS,11
2067,ens11,8p5,1A,8
2067,ens11,8p5,1AS,11
2067,ens12,2p6,1A,5
2067,ens12,2p6,1AS,9
2067,ens12,8p5,1A,8
2067,ens12,8p5,1AS,12
2067,ens13,2p6,1A,4
2067,ens13,2p6,1AS,4
2067,ens13,8p5,1A,5
2067,ens13,8p5,1AS,8
2067,ens2,2p6,1A,5
2067,ens2,2p6,1AS,5
2067,ens2,8p5,1A,6
2067,ens2,8p5,1AS,10
2067,ens3,2p6,1A,4
2067,ens3,2p6,1AS,7
2067,ens3,8p5,1A,5
2067,ens3,8p5,1AS,7
2067,ens4,2p6,1A,5
2067,ens4,2p6,1AS,8
2067,ens4,8p5,1A,8
2067,ens4,8p5,1AS,11
2067,ens5,2p6,1A,7
2067,ens5,2p6,1AS,12
2067,ens5,8p5,1A,8
2067,ens5,8p5,1AS,8
2067,ens6,2p6,1A,6
2067,ens6,2p6,1AS,9
2067,ens6,8p5,1A,7
2067,ens6,8p5,1AS,7
2067,ens7,2p6,1A,3
2067,ens7,2p6,1AS,6
2067,ens7,8p5,1A,8
2067,ens7,8p5,1AS,11
2067,ens8,2p6,1A,6
2067,ens8,2p6,1AS,8
2067,ens8,8p5,1A,6
2067,ens8,8p5,1AS,9
2067,ens9,2p6,1A,7
2067,ens9,2p6,1AS,7
2067,ens9,8p5,1A,10
2067,ens9,8p5,1AS,12
2068,ens1,2p6,1A,7
2068,ens1,2p6,1AS,8
2068,ens1,8p5,1A,7
2068,ens1,8p5,1AS,8
2068,ens10,2p6,1A,5
2068,ens10,2p6,1AS,7
2068,ens10,8p5,1A,6
2068,ens10,8p5,1AS,9
2068,ens11,2p6,1A,6
2068,ens11,2p6,1AS,11
2068,ens11,8p5,1A,8
2068,ens11,8p5,1AS,10
2068,ens12,2p6,1A,5
2068,ens12,2p6,1AS,7
2068,ens12,8p5,1A,7
2068,ens12,8p5,1AS,9
2068,ens13,2p6,1A,4
2068,ens13,2p6,1AS,5
2068,ens13,8p5,1A,6
2068,ens13,8p5,1AS,8
2068,ens2,2p6,1A,5
2068,ens2,2p6,1AS,5
2068,ens2,8p5,1A,7
2068,ens2,8p5,1AS,11
2068,ens3,2p6,1A,5
2068,ens3,2p6,1AS,6
2068,ens3,8p5,1A,6
2068,ens3,8p5,1AS,6
2068,ens4,2p6,1A,4
2068,ens4,2p6,1AS,5
2068,ens4,8p5,1A,7
2068,ens4,8p5,1AS,9
2068,ens5,2p6,1A,7
2068,ens5,2p6,1AS,10
2068,ens5,8p5,1A,10
2068,ens5,8p5,1AS,11
2068,ens6,2p6,1A,6
2068,ens6,2p6,1AS,8
2068,ens6,8p5,1A,7
2068,ens6,8p5,1AS,8
2068,ens7,2p6,1A,5
2068,ens7,2p6,1AS,6
2068,ens7,8p5,1A,9
2068,ens7,8p5,1AS,10
2068,ens8,2p6,1A,7
2068,ens8,2p6,1AS,8
2068,ens8,8p5,1A,8
2068,ens8,8p5,1AS,9
2068,ens9,2p6,1A,5
2068,ens9,2p6,1AS,6
2068,ens9,8p5,1A,8
2068,ens9,8p5,1AS,9
2069,ens1,2p6,1A,4
2069,ens1,2p6,1AS,10
2069,ens1,8p5,1A,7
2069,ens1,8p5,1AS,9
2069,ens10,2p6,1A,5
2069,ens10,2p6,1AS,7
2069,ens10,8p5,1A,6
2069,ens10,8p5,1AS,10
2069,ens11,2p6,1A,7
2069,ens11,2p6,1AS,10
2069,ens11,8p5,1A,7
2069,ens11,8p5,1AS,11
2069,ens12,2p6,1A,5
2069,ens12,2p6,1AS,7
2069,ens12,8p5,1A,7
2069,ens12,8p5,1AS,12
2069,ens13,2p6,1A,2
2069,ens13,2p6,1AS,2
2069,ens13,8p5,1A,4
2069,ens13,8p5,1AS,7
2069,ens2,2p6,1A,4
2069,ens2,2p6,1AS,5
2069,ens2,8p5,1A,8
2069,ens2,8p5,1AS,9
2069,ens3,2p6,1A,5
2069,ens3,2p6,1AS,7
2069,ens3,8p5,1A,6
2069,ens3,8p5,1AS,7
2069,ens4,2p6,1A,4
2069,ens4,2p6,1AS,8
2069,ens4,8p5,1A,7
2069,ens4,8p5,1AS,10
2069,ens5,2p6,1A,6
2069,ens5,2p6,1AS,6
2069,ens5,8p5,1A,8
2069,ens5,8p5,1AS,8
2069,ens6,2p6,1A,5
2069,ens6,2p6,1AS,7
2069,ens6,8p5,1A,9
2069,ens6,8p5,1AS,12
2069,ens7,2p6,1A,5
2069,ens7,2p6,1AS,6
2069,ens7,8p5,1A,9
2069,ens7,8p5,1AS,11
2069,ens8,2p6,1A,5
2069,ens8,2p6,1AS,7
2069,ens8,8p5,1A,6
2069,ens8,8p5,1AS,9
2069,ens9,2p6,1A,6
2069,ens9,2p6,1AS,6
2069,ens9,8p5,1A,10
2069,ens9,8p5,1AS,12
2070,ens1,2p6,1A,4
2070,ens1,2p6,1AS,7
2070,ens1,8p5,1A,9
2070,ens1,8p5,1AS,10
2070,ens10,2p6,1A,5
2070,ens10,2p6,1AS,7
2070,ens10,8p5,1A,6
2070,ens10,8p5,1AS,9
2070,ens11,2p6,1A,7
2070,ens11,2p6,1AS,11
2070,ens11,8p5,1A,6
2070,ens11,8p5,1AS,10
2070,ens12,2p6,1A,5
2070,ens12,2p6,1AS,7
2070,ens12,8p5,1A,7
2070,ens12,8p5,1AS,11
2070,ens13,2p6,1A,4
2070,ens13,2p6,1AS,4
2070,ens13,8p5,1A,5
2070,ens13,8p5,1AS,6
2070,ens2,2p6,1A,5
2070,ens2,2p6,1AS,5
2070,ens2,8p5,1A,8
2070,ens2,8p5,1AS,9
2070,ens3,2p6,1A,7
2070,ens3,2p6,1AS,9
2070,ens3,8p5,1A,7
2070,ens3,8p5,1AS,7
2070,ens4,2p6,1A,4
2070,ens4,2p6,1AS,6
2070,ens4,8p5,1A,8
2070,ens4,8p5,1AS,9
2070,ens5,2p6,1A,5
2070,ens5,2p6,1AS,8
2070,ens5,8p5,1A,9
2070,ens5,8p5,1AS,9
2070,ens6,2p6,1A,5
2070,ens6,2p6,1AS,7
2070,ens6,8p5,1A,8
2070,ens6,8p5,1AS,9
2070,ens7,2p6,1A,3
2070,ens7,2p6,1AS,5
2070,ens7,8p5,1A,6
2070,ens7,8p5,1AS,8
2070,ens8,2p6,1A,5
2070,ens8,2p6,1AS,7
2070,ens8,8p5,1A,8
2070,ens8,8p5,1AS,9
2070,ens9,2p6,1A,6
2070,ens9,2p6,1AS,7
2070,ens9,8p5,1A,7
2070,ens9,8p5,1AS,10
2071,ens1,2p6,1A,4
2071,ens1,2p6,1AS,7
2071,ens1,8p5,1A,9
2071,ens1,8p5,1AS,11
2071,ens10,2p6,1A,5
2071,ens10,2p6,1AS,8
2071,ens10,8p5,1A,8
2071,ens10,8p5,1AS,12
2071,ens11,2p6,1A,6
2071,ens11,2p6,1AS,9
2071,ens11,8p5,1A,7
2071,ens11,8p5,1AS,11
2071,ens12,2p6,1A,4
2071,ens12,2p6,1AS,6
2071,ens12,8p5,1A,7
2071,ens12,8p5,1AS,12
2071,ens13,2p6,1A,4
2071,ens13,2p6,1AS,5
2071,ens13,8p5,1A,6
2071,ens13,8p5,1AS,9
2071,ens2,2p6,1A,4
2071,ens2,2p6,1AS,8
2071,ens2,8p5,1A,7
2071,ens2,8p5,1AS,9
2071,ens3,2p6,1A,5
2071,ens3,2p6,1AS,7
2071,ens3,8p5,1A,5
2071,ens3,8p5,1AS,6
2071,ens4,2p6,1A,4
2071,ens4,2p6,1AS,8
2071,ens4,8p5,1A,10
2071,ens4,8p5,1AS,12
2071,ens5,2p6,1A,6
2071,ens5,2p6,1AS,6
2071,ens5,8p5,1A,8
2071,ens5,8p5,1AS,8
2071,ens6,2p6,1A,5
2071,ens6,2p6,1AS,6
2071,ens6,8p5,1A,7
2071,ens6,8p5,1AS,8
2071,ens7,2p6,1A,2
2071,ens7,2p6,1AS,3
2071,ens7,8p5,1A,8
2071,ens7,8p5,1AS,12
2071,ens8,2p6,1A,5
2071,ens8,2p6,1AS,6
2071,ens8,8p5,1A,8
2071,ens8,8p5,1AS,9
2071,ens9,2p6,1A,7
2071,ens9,2p6,1AS,7
2071,ens9,8p5,1A,8
2071,ens9,8p5,1AS,9
2072,ens1,2p6,1A,5
2072,ens1,2p6,1AS,6
2072,ens1,8p5,1A,8
2072,ens1,8p5,1AS,11
2072,ens10,2p6,1A,6
2072,ens10,2p6,1AS,9
2072,ens10,8p5,1A,6
2072,ens10,8p5,1AS,10
2072,ens11,2p6,1A,6
2072,ens11,2p6,1AS,9
2072,ens11,8p5,1A,9
2072,ens11,8p5,1AS,11
2072,ens12,2p6,1A,4
2072,ens12,2p6,1AS,7
2072,ens12,8p5,1A,8
2072,ens12,8p5,1AS,12
2072,ens13,2p6,1A,2
2072,ens13,2p6,1AS,2
2072,ens13,8p5,1A,6
2072,ens13,8p5,1AS,7
2072,ens2,2p6,1A,4
2072,ens2,2p6,1AS,4
2072,ens2,8p5,1A,8
2072,ens2,8p5,1AS,12
2072,ens3,2p6,1A,4
2072,ens3,2p6,1AS,7
2072,ens3,8p5,1A,8
2072,ens3,8p5,1AS,9
2072,ens4,2p6,1A,3
2072,ens4,2p6,1AS,6
2072,ens4,8p5,1A,8
2072,ens4,8p5,1AS,9
2072,ens5,2p6,1A,5
2072,ens5,2p6,1AS,5
2072,ens5,8p5,1A,8
2072,ens5,8p5,1AS,12
2072,ens6,2p6,1A,5
2072,ens6,2p6,1AS,6
2072,ens6,8p5,1A,9
2072,ens6,8p5,1AS,12
2072,ens7,2p6,1A,6
2072,ens7,2p6,1AS,8
2072,ens7,8p5,1A,12
2072,ens7,8p5,1AS,12
2072,ens8,2p6,1A,5
2072,ens8,2p6,1AS,6
2072,ens8,8p5,1A,8
2072,ens8,8p5,1AS,12
2072,ens9,2p6,1A,6
2072,ens9,2p6,1AS,7
2072,ens9,8p5,1A,9
2072,ens9,8p5,1AS,12
2073,ens1,2p6,1A,4
2073,ens1,2p6,1AS,8
2073,ens1,8p5,1A,9
2073,ens1,8p5,1AS,9
2073,ens10,2p6,1A,6
2073,ens10,2p6,1AS,8
2073,ens10,8p5,1A,7
2073,ens10,8p5,1AS,11
2073,ens11,2p6,1A,7
2073,ens11,2p6,1AS,10
2073,ens11,8p5,1A,9
2073,ens11,8p5,1AS,12
2073,ens12,2p6,1A,5
2073,ens12,2p6,1AS,7
2073,ens12,8p5,1A,10
2073,ens12,8p5,1AS,11
2073,ens13,2p6,1A,2
2073,ens13,2p6,1AS,2
2073,ens13,8p5,1A,6
2073,ens13,8p5,1AS,7
2073,ens2,2p6,1A,2
2073,ens2,2p6,1AS,2
2073,ens2,8p5,1A,8
2073,ens2,8p5,1AS,11
2073,ens3,2p6,1A,4
2073,ens3,2p6,1AS,7
2073,ens3,8p5,1A,6
2073,ens3,8p5,1AS,7
2073,ens4,2p6,1A,4
2073,ens4,2p6,1AS,6
2073,ens4,8p5,1A,8
2073,ens4,8p5,1AS,11
2073,ens5,2p6,1A,5
2073,ens5,2p6,1AS,5
2073,ens5,8p5,1A,8
2073,ens5,8p5,1AS,11
2073,ens6,2p6,1A,4
2073,ens6,2p6,1AS,6
2073,ens6,8p5,1A,5
2073,ens6,8p5,1AS,7
2073,ens7,2p6,1A,7
2073,ens7,2p6,1AS,8
2073,ens7,8p5,1A,11
2073,ens7,8p5,1AS,11
2073,ens8,2p6,1A,5
2073,ens8,2p6,1AS,8
2073,ens8,8p5,1A,7
2073,ens8,8p5,1AS,12
2073,ens9,2p6,1A,6
2073,ens9,2p6,1AS,6
2073,ens9,8p5,1A,9
2073,ens9,8p5,1AS,12
2074,ens1,2p6,1A,4
2074,ens1,2p6,1AS,7
2074,ens1,8p5,1A,10
2074,ens1,8p5,1AS,11
2074,ens10,2p6,1A,5
2074,ens10,2p6,1AS,7
2074,ens10,8p5,1A,7
2074,ens10,8p5,1AS,12
2074,ens11,2p6,1A,7
2074,ens11,2p6,1AS,9
2074,ens11,8p5,1A,8
2074,ens11,8p5,1AS,11
2074,ens12,2p6,1A,5
2074,ens12,2p6,1AS,7
2074,ens12,8p5,1A,9
2074,ens12,8p5,1AS,11
2074,ens13,2p6,1A,2
2074,ens13,2p6,1AS,2
2074,ens13,8p5,1A,6
2074,ens13,8p5,1AS,7
2074,ens2,2p6,1A,4
2074,ens2,2p6,1AS,5
2074,ens2,8p5,1A,11
2074,ens2,8p5,1AS,12
2074,ens3,2p6,1A,5
2074,ens3,2p6,1AS,9
2074,ens3,8p5,1A,5
2074,ens3,8p5,1AS,7
2074,ens4,2p6,1A,4
2074,ens4,2p6,1AS,6
2074,ens4,8p5,1A,11
2074,ens4,8p5,1AS,12
2074,ens5,2p6,1A,5
2074,ens5,2p6,1AS,6
2074,ens5,8p5,1A,9
2074,ens5,8p5,1AS,9
2074,ens6,2p6,1A,4
2074,ens6,2p6,1AS,7
2074,ens6,8p5,1A,6
2074,ens6,8p5,1AS,8
2074,ens7,2p6,1A,5
2074,ens7,2p6,1AS,8
2074,ens7,8p5,1A,10
2074,ens7,8p5,1AS,12
2074,ens8,2p6,1A,5
2074,ens8,2p6,1AS,8
2074,ens8,8p5,1A,8
2074,ens8,8p5,1AS,9
2074,ens9,2p6,1A,6
2074,ens9,2p6,1AS,6
2074,ens9,8p5,1A,10
2074,ens9,8p5,1AS,12
2075,ens1,2p6,1A,5
2075,ens1,2p6,1AS,7
2075,ens1,8p5,1A,7
2075,ens1,8p5,1AS,9
2075,ens10,2p6,1A,6
2075,ens10,2p6,1AS,8
2075,ens10,8p5,1A,8
2075,ens10,8p5,1AS,11
2075,ens11,2p6,1A,7
2075,ens11,2p6,1AS,8
2075,ens11,8p5,1A,9
2075,ens11,8p5,1AS,12
2075,ens12,2p6,1A,5
2075,ens12,2p6,1AS,7
2075,ens12,8p5,1A,9
2075,ens12,8p5,1AS,11
2075,ens13,2p6,1A,3
2075,ens13,2p6,1AS,3
2075,ens13,8p5,1A,6
2075,ens13,8p5,1AS,8
2075,ens2,2p6,1A,4
2075,ens2,2p6,1AS,4
2075,ens2,8p5,1A,6
2075,ens2,8p5,1AS,8
2075,ens3,2p6,1A,4
2075,ens3,2p6,1AS,5
2075,ens3,8p5,1A,6
2075,ens3,8p5,1AS,7
2075,ens4,2p6,1A,6
2075,ens4,2p6,1AS,7
2075,ens4,8p5,1A,12
2075,ens4,8p5,1AS,12
2075,ens5,2p6,1A,5
2075,ens5,2p6,1AS,6
2075,ens5,8p5,1A,8
2075,ens5,8p5,1AS,9
2075,ens6,2p6,1A,5
2075,ens6,2p6,1AS,6
2075,ens6,8p5,1A,6
2075,ens6,8p5,1AS,7
2075,ens7,2p6,1A,6
2075,ens7,2p6,1AS,10
2075,ens7,8p5,1A,12
2075,ens7,8p5,1AS,12
2075,ens8,2p6,1A,5
2075,ens8,2p6,1AS,7
2075,ens8,8p5,1A,8
2075,ens8,8p5,1AS,10
2075,ens9,2p6,1A,6
2075,ens9,2p6,1AS,6
2075,ens9,8p5,1A,8
2075,ens9,8p5,1AS,10
2076,ens1,2p6,1A,5
2076,ens1,2p6,1AS,6
2076,ens1,8p5,1A,9
2076,ens1,8p5,1AS,11
2076,ens10,2p6,1A,6
2076,ens10,2p6,1AS,8
2076,ens10,8p5,1A,7
2076,ens10,8p5,1AS,12
2076,ens11,2p6,1A,7
2076,ens11,2p6,1AS,10
2076,ens11,8p5,1A,9
2076,ens11,8p5,1AS,12
2076,ens12,2p6,1A,5
2076,ens12,2p6,1AS,7
2076,ens12,8p5,1A,7
2076,ens12,8p5,1AS,10
2076,ens13,2p6,1A,4
2076,ens13,2p6,1AS,4
2076,ens13,8p5,1A,6
2076,ens13,8p5,1AS,8
2076,ens2,2p6,1A,4
2076,ens2,2p6,1AS,4
2076,ens2,8p5,1A,7
2076,ens2,8p5,1AS,11
2076,ens3,2p6,1A,6
2076,ens3,2p6,1AS,9
2076,ens3,8p5,1A,6
2076,ens3,8p5,1AS,6
2076,ens4,2p6,1A,6
2076,ens4,2p6,1AS,9
2076,ens4,8p5,1A,8
2076,ens4,8p5,1AS,10
2076,ens5,2p6,1A,5
2076,ens5,2p6,1AS,7
2076,ens5,8p5,1A,8
2076,ens5,8p5,1AS,8
2076,ens6,2p6,1A,5
2076,ens6,2p6,1AS,6
2076,ens6,8p5,1A,8
2076,ens6,8p5,1AS,9
2076,ens7,2p6,1A,6
2076,ens7,2p6,1AS,10
2076,ens7,8p5,1A,11
2076,ens7,8p5,1AS,12
2076,ens8,2p6,1A,5
2076,ens8,2p6,1AS,7
2076,ens8,8p5,1A,8
2076,ens8,8p5,1AS,12
2076,ens9,2p6,1A,6
2076,ens9,2p6,1AS,7
2076,ens9,8p5,1A,9
2076,ens9,8p5,1AS,11
2077,ens1,2p6,1A,5
2077,ens1,2p6,1AS,5
2077,ens1,8p5,1A,10
2077,ens1,8p5,1AS,11
2077,ens10,2p6,1A,6
2077,ens10,2p6,1AS,9
2077,ens10,8p5,1A,7
2077,ens10,8p5,1AS,10
2077,ens11,2p6,1A,7
2077,ens11,2p6,1AS,10
2077,ens11,8p5,1A,9
2077,ens11,8p5,1AS,12
2077,ens12,2p6,1A,5
2077,ens12,2p6,1AS,7
2077,ens12,8p5,1A,8
2077,ens12,8p5,1AS,11
2077,ens13,2p6,1A,2
2077,ens13,2p6,1AS,2
2077,ens13,8p5,1A,7
2077,ens13,8p5,1AS,9
2077,ens2,2p6,1A,4
2077,ens2,2p6,1AS,6
2077,ens2,8p5,1A,8
2077,ens2,8p5,1AS,9
2077,ens3,2p6,1A,5
2077,ens3,2p6,1AS,7
2077,ens3,8p5,1A,8
2077,ens3,8p5,1AS,8
2077,ens4,2p6,1A,6
2077,ens4,2p6,1AS,7
2077,ens4,8p5,1A,12
2077,ens4,8p5,1AS,12
2077,ens5,2p6,1A,5
2077,ens5,2p6,1AS,6
2077,ens5,8p5,1A,8
2077,ens5,8p5,1AS,12
2077,ens6,2p6,1A,4
2077,ens6,2p6,1AS,7
2077,ens6,8p5,1A,6
2077,ens6,8p5,1AS,8
2077,ens7,2p6,1A,4
2077,ens7,2p6,1AS,8
2077,ens7,8p5,1A,10
2077,ens7,8p5,1AS,12
2077,ens8,2p6,1A,6
2077,ens8,2p6,1AS,8
2077,ens8,8p5,1A,9
2077,ens8,8p5,1AS,11
2077,ens9,2p6,1A,6
2077,ens9,2p6,1AS,7
2077,ens9,8p5,1A,10
2077,ens9,8p5,1AS,12
2078,ens1,2p6,1A,4
2078,ens1,2p6,1AS,4
2078,ens1,8p5,1A,9
2078,ens1,8p5,1AS,11
2078,ens10,2p6,1A,5
2078,ens10,2p6,1AS,5
2078,ens10,8p5,1A,8
2078,ens10,8p5,1AS,11
2078,ens11,2p6,1A,5
2078,ens11,2p6,1AS,8
2078,ens11,8p5,1A,11
2078,ens11,8p5,1AS,12
2078,ens12,2p6,1A,5
2078,ens12,2p6,1AS,7
2078,ens12,8p5,1A,10
2078,ens12,8p5,1AS,12
2078,ens13,2p6,1A,4
2078,ens13,2p6,1AS,4
2078,ens13,8p5,1A,7
2078,ens13,8p5,1AS,10
2078,ens2,2p6,1A,4
2078,ens2,2p6,1AS,5
2078,ens2,8p5,1A,9
2078,ens2,8p5,1AS,12
2078,ens3,2p6,1A,4
2078,ens3,2p6,1AS,6
2078,ens3,8p5,1A,7
2078,ens3,8p5,1AS,7
2078,ens4,2p6,1A,6
2078,ens4,2p6,1AS,8
2078,ens4,8p5,1A,8
2078,ens4,8p5,1AS,8
2078,ens5,2p6,1A,7
2078,ens5,2p6,1AS,7
2078,ens5,8p5,1A,7
2078,ens5,8p5,1AS,8
2078,ens6,2p6,1A,5
2078,ens6,2p6,1AS,6
2078,ens6,8p5,1A,6
2078,ens6,8p5,1AS,7
2078,ens7,2p6,1A,6
2078,ens7,2p6,1AS,9
2078,ens7,8p5,1A,7
2078,ens7,8p5,1AS,11
2078,ens8,2p6,1A,6
2078,ens8,2p6,1AS,7
2078,ens8,8p5,1A,12
2078,ens8,8p5,1AS,12
2078,ens9,2p6,1A,7
2078,ens9,2p6,1AS,9
2078,ens9,8p5,1A,11
2078,ens9,8p5,1AS,11
2079,ens1,2p6,1A,6
2079,ens1,2p6,1AS,10
2079,ens1,8p5,1A,9
2079,ens1,8p5,1AS,10
2079,ens10,2p6,1A,5
2079,ens10,2p6,1AS,6
2079,ens10,8p5,1A,11
2079,ens10,8p5,1AS,12
2079,ens11,2p6,1A,5
2079,ens11,2p6,1AS,7
2079,ens11,8p5,1A,10
2079,ens11,8p5,1AS,12
2079,ens12,2p6,1A,5
2079,ens12,2p6,1AS,7
2079,ens12,8p5,1A,10
2079,ens12,8p5,1AS,12
2079,ens13,2p6,1A,4
2079,ens13,2p6,1AS,4
2079,ens13,8p5,1A,8
2079,ens13,8p5,1AS,10
2079,ens2,2p6,1A,4
2079,ens2,2p6,1AS,5
2079,ens2,8p5,1A,9
2079,ens2,8p5,1AS,9
2079,ens3,2p6,1A,2
2079,ens3,2p6,1AS,5
2079,ens3,8p5,1A,11
2079,ens3,8p5,1AS,12
2079,ens4,2p6,1A,5
2079,ens4,2p6,1AS,6
2079,ens4,8p5,1A,8
2079,ens4,8p5,1AS,12
2079,ens5,2p6,1A,6
2079,ens5,2p6,1AS,7
2079,ens5,8p5,1A,8
2079,ens5,8p5,1AS,9
2079,ens6,2p6,1A,6
2079,ens6,2p6,1AS,7
2079,ens6,8p5,1A,7
2079,ens6,8p5,1AS,8
2079,ens7,2p6,1A,7
2079,ens7,2p6,1AS,9
2079,ens7,8p5,1A,9
2079,ens7,8p5,1AS,11
2079,ens8,2p6,1A,5
2079,ens8,2p6,1AS,5
2079,ens8,8p5,1A,8
2079,ens8,8p5,1AS,10
2079,ens9,2p6,1A,6
2079,ens9,2p6,1AS,9
2079,ens9,8p5,1A,12
2079,ens9,8p5,1AS,12
2080,ens1,2p6,1A,6
2080,ens1,2p6,1AS,7
2080,ens1,8p5,1A,11
2080,ens1,8p5,1AS,11
2080,ens10,2p6,1A,5
