year,scen,ens,rcp,usd_rub,ship_type,tonne_km
2046,Ref,ens3,8p5,high,1AS,12152.719331866989
2046,Ref,ens3,8p5,low,1A,9638.5370925707
2046,Ref,ens3,8p5,low,1AS,11804.968199968622
2046,Ref,ens4,2p6,base,1A,8564.114361034428
2046,Ref,ens4,2p6,base,1AS,10283.781577299724
2046,Ref,ens4,2p6,discounted,1A,8561.287321704533
2046,Ref,ens4,2p6,discounted,1AS,10460.495858596225
2046,Ref,ens4,2p6,high,1A,8576.120401112332
2046,Ref,ens4,2p6,high,1AS,10331.342721660934
2046,Ref,ens4,2p6,low,1A,8473.637813709745
2046,Ref,ens4,2p6,low,1AS,9926.202966749452
2046,Ref,ens4,8p5,base,1A,11537.009871482674
2046,Ref,ens4,8p5,base,1AS,14937.188629904173
2046,Ref,ens4,8p5,discounted,1A,11737.401430142958
2046,Ref,ens4,8p5,discounted,1AS,15476.334099881875
2046,Ref,ens4,8p5,high,1A,11588.15002587931
2046,Ref,ens4,8p5,high,1AS,15057.774761647157
2046,Ref,ens4,8p5,low,1A,11162.667681162218
2046,Ref,ens4,8p5,low,1AS,14025.922627013908
2046,Ref,ens5,2p6,base,1A,11319.105953481287
2046,Ref,ens5,2p6,base,1AS,13603.291292008422
2046,Ref,ens5,2p6,discounted,1A,11716.786363519715
2046,Ref,ens5,2p6,discounted,1AS,13877.080296893537
2046,Ref,ens5,2p6,high,1A,11395.852116470322
2046,Ref,ens5,2p6,high,1AS,13676.144887007527
2046,Ref,ens5,2p6,low,1A,10757.789981537093
2046,Ref,ens5,2p6,low,1AS,13049.21018706255
2046,Ref,ens5,8p5,base,1A,12808.790382610794
2046,Ref,ens5,8p5,base,1AS,15484.274835370035
2046,Ref,ens5,8p5,discounted,1A,13289.097500610402
2046,Ref,ens5,8p5,discounted,1AS,15783.146722119975
2046,Ref,ens5,8p5,high,1A,12921.921845081679
2046,Ref,ens5,8p5,high,1AS,15560.883612440623
2046,Ref,ens5,8p5,low,1A,11974.201236016974
2046,Ref,ens5,8p5,low,1AS,14904.992644761636
2046,Ref,ens6,2p6,base,1A,7254.687165227985
2046,Ref,ens6,2p6,base,1AS,7637.909601866739
2046,Ref,ens6,2p6,discounted,1A,7207.1615111123165
2046,Ref,ens6,2p6,discounted,1AS,7607.700667365117
2046,Ref,ens6,2p6,high,1A,7273.879876387466
2046,Ref,ens6,2p6,high,1AS,7646.17383233779
2046,Ref,ens6,2p6,low,1A,7110.411298501743
2046,Ref,ens6,2p6,low,1AS,7575.440405895505
2046,Ref,ens6,8p5,base,1A,11736.260169986455
2046,Ref,ens6,8p5,base,1AS,13773.510092075125
2046,Ref,ens6,8p5,discounted,1A,11843.483177616747
2046,Ref,ens6,8p5,discounted,1AS,14022.753086243501
2046,Ref,ens6,8p5,high,1A,11775.508707428293
2046,Ref,ens6,8p5,high,1AS,13843.411851750503
2046,Ref,ens6,8p5,low,1A,11441.893923039619
2046,Ref,ens6,8p5,low,1AS,13242.521919976474
2046,Ref,ens7,2p6,base,1A,7332.194692930782
2046,Ref,ens7,2p6,base,1AS,12082.537650430755
2046,Ref,ens7,2p6,discounted,1A,7332.194692930782
2046,Ref,ens7,2p6,discounted,1AS,12257.80802193508
2046,Ref,ens7,2p6,high,1A,7332.194692930782
2046,Ref,ens7,2p6,high,1AS,12142.42921983463
2046,Ref,ens7,2p6,low,1A,7332.194692930782
2046,Ref,ens7,2p6,low,1AS,11631.493738464427
2046,Ref,ens7,8p5,base,1A,8477.024061456314
2046,Ref,ens7,8p5,base,1AS,11596.493225762939
2046,Ref,ens7,8p5,discounted,1A,8692.743063200762
2046,Ref,ens7,8p5,discounted,1AS,12186.237291723684
2046,Ref,ens7,8p5,high,1A,8517.50714269177
2046,Ref,ens7,8p5,high,1AS,11711.324148700784
2046,Ref,ens7,8p5,low,1A,8182.422470189566
2046,Ref,ens7,8p5,low,1AS,10737.572493191832
2046,Ref,ens8,2p6,base,1A,9966.1131884461
2046,Ref,ens8,2p6,base,1AS,11826.505238717702
2046,Ref,ens8,2p6,discounted,1A,10145.960286717323
2046,Ref,ens8,2p6,discounted,1AS,12171.962980942593
2046,Ref,ens8,2p6,high,1A,10001.954307801874
2046,Ref,ens8,2p6,high,1AS,11896.673931262425
2046,Ref,ens8,2p6,low,1A,9702.656263804633
2046,Ref,ens8,2p6,low,1AS,11295.698009180327
2046,Ref,ens8,8p5,base,1A,10056.497521221108
2046,Ref,ens8,8p5,base,1AS,13197.430885927843
2046,Ref,ens8,8p5,discounted,1A,10165.048575638504
2046,Ref,ens8,8p5,discounted,1AS,13717.446725031221
2046,Ref,ens8,8p5,high,1A,10083.101513340038
2046,Ref,ens8,8p5,high,1AS,13302.879806261262
2046,Ref,ens8,8p5,low,1A,9857.043120837448
2046,Ref,ens8,8p5,low,1AS,12406.42246410666
2046,Ref,ens9,2p6,base,1A,8616.878222327849
2046,Ref,ens9,2p6,base,1AS,11841.67923055518
2046,Ref,ens9,2p6,discounted,1A,8569.933475936747
2046,Ref,ens9,2p6,discounted,1AS,12122.626061087834
2046,Ref,ens9,2p6,high,1A,8635.830825141338
2046,Ref,ens9,2p6,high,1AS,11915.388104539268
2046,Ref,ens9,2p6,low,1A,8474.386756508922
2046,Ref,ens9,2p6,low,1AS,11282.470097082847
2046,Ref,ens9,8p5,base,1A,8756.918849689226
2046,Ref,ens9,8p5,base,1AS,11947.377524493153
2046,Ref,ens9,8p5,discounted,1A,8726.471209598067
2046,Ref,ens9,8p5,discounted,1AS,12294.874323709275
2046,Ref,ens9,8p5,high,1A,8765.553271600933
2046,Ref,ens9,8p5,high,1AS,12017.953469792597
2046,Ref,ens9,8p5,low,1A,8692.056744456877
2046,Ref,ens9,8p5,low,1AS,11413.603605510803
2047,Pol,ens1,2p6,base,1A,17963.034263146856
2047,Pol,ens1,2p6,base,1AS,19323.513559316743
2047,Pol,ens1,2p6,discounted,1A,18344.377942801613
2047,Pol,ens1,2p6,discounted,1AS,19606.033695722115
2047,Pol,ens1,2p6,high,1A,18054.279376470728
2047,Pol,ens1,2p6,high,1AS,19397.790806710636
2047,Pol,ens1,2p6,low,1A,17259.931616643287
2047,Pol,ens1,2p6,low,1AS,18727.228737632093
2047,Pol,ens10,2p6,base,1A,13348.63019885309
2047,Pol,ens10,2p6,base,1AS,14335.225455772816
2047,Pol,ens10,2p6,discounted,1A,13507.105911136154
2047,Pol,ens10,2p6,discounted,1AS,14466.200826019787
2047,Pol,ens10,2p6,high,1A,13396.031091199138
2047,Pol,ens10,2p6,high,1AS,14364.7304476886
2047,Pol,ens10,2p6,low,1A,12984.417973587671
2047,Pol,ens10,2p6,low,1AS,14097.959981432083
2047,Pol,ens11,2p6,base,1A,15327.007019972818
2047,Pol,ens11,2p6,base,1AS,20952.48743747925
2047,Pol,ens11,2p6,discounted,1A,15782.244293930664
2047,Pol,ens11,2p6,discounted,1AS,21435.480529818393
2047,Pol,ens11,2p6,high,1A,15414.793587749238
2047,Pol,ens11,2p6,high,1AS,21065.255373883076
2047,Pol,ens11,2p6,low,1A,14652.631479987756
2047,Pol,ens11,2p6,low,1AS,20042.25882261884
2047,Pol,ens12,2p6,base,1A,23425.2871531636
2047,Pol,ens12,2p6,base,1AS,28533.055308815852
2047,Pol,ens12,2p6,discounted,1A,23726.379117759516
2047,Pol,ens12,2p6,discounted,1AS,28734.039981996473
2047,Pol,ens12,2p6,high,1A,23486.70551315297
2047,Pol,ens12,2p6,high,1AS,28596.628644223518
2047,Pol,ens12,2p6,low,1A,22950.54549265725
2047,Pol,ens12,2p6,low,1AS,28025.559954016666
2047,Pol,ens13,2p6,base,1A,9401.28123124425
2047,Pol,ens13,2p6,base,1AS,10017.869705801791
2047,Pol,ens13,2p6,discounted,1A,9386.153397940196
2047,Pol,ens13,2p6,discounted,1AS,9993.386417163912
2047,Pol,ens13,2p6,high,1A,9410.678871205115
2047,Pol,ens13,2p6,high,1AS,10024.517476499497
2047,Pol,ens13,2p6,low,1A,9329.667313764703
2047,Pol,ens13,2p6,low,1AS,9966.91861684259
2047,Pol,ens2,2p6,base,1A,10906.326875650142
2047,Pol,ens2,2p6,base,1AS,13598.655830625898
2047,Pol,ens2,2p6,discounted,1A,10903.45519003977
2047,Pol,ens2,2p6,discounted,1AS,13721.86585297064
2047,Pol,ens2,2p6,high,1A,10918.49864210739
2047,Pol,ens2,2p6,high,1AS,13637.73709881515
2047,Pol,ens2,2p6,low,1A,10813.343471808419
2047,Pol,ens2,2p6,low,1AS,13287.30033196806
2047,Pol,ens3,2p6,base,1A,11809.62484423923
2047,Pol,ens3,2p6,base,1AS,19268.79433767979
2047,Pol,ens3,2p6,discounted,1A,11759.69729865492
2047,Pol,ens3,2p6,discounted,1AS,19769.723188500513
2047,Pol,ens3,2p6,high,1A,11829.657038123534
2047,Pol,ens3,2p6,high,1AS,19385.354645653886
2047,Pol,ens3,2p6,low,1A,11657.368269725122
2047,Pol,ens3,2p6,low,1AS,18326.058135610023
2047,Pol,ens4,2p6,base,1A,11024.424221682682
2047,Pol,ens4,2p6,base,1AS,15895.512827915452
2047,Pol,ens4,2p6,discounted,1A,11035.46671398908
2047,Pol,ens4,2p6,discounted,1AS,16088.384303375466
2047,Pol,ens4,2p6,high,1A,11038.45930969514
2047,Pol,ens4,2p6,high,1AS,15956.086579140676
2047,Pol,ens4,2p6,low,1A,10916.830450087584
2047,Pol,ens4,2p6,low,1AS,15410.159783141282
2047,Pol,ens5,2p6,base,1A,15780.245880209299
2047,Pol,ens5,2p6,base,1AS,17033.849550749816
2047,Pol,ens5,2p6,discounted,1A,16242.381787900487
2047,Pol,ens5,2p6,discounted,1AS,17329.703708589113
2047,Pol,ens5,2p6,high,1A,15869.403682751683
2047,Pol,ens5,2p6,high,1AS,17098.034390878136
2047,Pol,ens5,2p6,low,1A,15095.717559168816
2047,Pol,ens5,2p6,low,1AS,16514.24989767755
2047,Pol,ens6,2p6,base,1A,23817.75912637346
2047,Pol,ens6,2p6,base,1AS,25294.340639342725
2047,Pol,ens6,2p6,discounted,1A,24123.36962144886
2047,Pol,ens6,2p6,discounted,1AS,25505.896861321078
2047,Pol,ens6,2p6,high,1A,23880.042420660182
2047,Pol,ens6,2p6,high,1AS,25341.99882776063
2047,Pol,ens6,2p6,low,1A,23337.310822771517
2047,Pol,ens6,2p6,low,1AS,24911.074324718033
2047,Pol,ens7,2p6,base,1A,20710.760040876157
2047,Pol,ens7,2p6,base,1AS,29128.736212767337
2047,Pol,ens7,2p6,discounted,1A,20710.760040876157
2047,Pol,ens7,2p6,discounted,1AS,29314.922049323894
2047,Pol,ens7,2p6,high,1A,20710.760040876157
2047,Pol,ens7,2p6,high,1AS,29191.229086666157
2047,Pol,ens7,2p6,low,1A,20710.760040876157
2047,Pol,ens7,2p6,low,1AS,28630.799812392692
2047,Pol,ens8,2p6,base,1A,13614.881756026634
2047,Pol,ens8,2p6,base,1AS,18817.126571138448
2047,Pol,ens8,2p6,discounted,1A,13806.07201187626
2047,Pol,ens8,2p6,discounted,1AS,19347.09078749404
2047,Pol,ens8,2p6,high,1A,13653.837855736449
2047,Pol,ens8,2p6,high,1AS,18926.04286992903
2047,Pol,ens8,2p6,low,1A,13314.527140468701
2047,Pol,ens8,2p6,low,1AS,17936.650854973115
2047,Pol,ens9,2p6,base,1A,14019.56313422495
2047,Pol,ens9,2p6,base,1AS,20004.48851752623
2047,Pol,ens9,2p6,discounted,1A,13978.787878159354
2047,Pol,ens9,2p6,discounted,1AS,20352.623362055416
2047,Pol,ens9,2p6,high,1A,14044.836763268058
2047,Pol,ens9,2p6,high,1AS,20093.18224703697
2047,Pol,ens9,2p6,low,1A,13827.056354659551
2047,Pol,ens9,2p6,low,1AS,19289.154288165777
2047,Ref,ens1,2p6,base,1A,13017.957358430938
2047,Ref,ens1,2p6,base,1AS,13803.341958026853
2047,Ref,ens1,2p6,discounted,1A,13379.948464509069
2047,Ref,ens1,2p6,discounted,1AS,14101.892499654221
2047,Ref,ens1,2p6,high,1A,13103.003118208026
2047,Ref,ens1,2p6,high,1AS,13879.960542629924
2047,Ref,ens1,2p6,low,1A,12391.243831423848
2047,Ref,ens1,2p6,low,1AS,13223.81319316327
2047,Ref,ens1,8p5,base,1A,13851.645039262487
2047,Ref,ens1,8p5,base,1AS,17523.751918459624
2047,Ref,ens1,8p5,discounted,1A,14230.691219720704
2047,Ref,ens1,8p5,discounted,1AS,18159.867968161907
2047,Ref,ens1,8p5,high,1A,13950.539312322666
2047,Ref,ens1,8p5,high,1AS,17668.555514522417
2047,Ref,ens1,8p5,low,1A,13119.219336999027
2047,Ref,ens1,8p5,low,1AS,16429.532571376436
2047,Ref,ens10,2p6,base,1A,9969.522132389318
2047,Ref,ens10,2p6,base,1AS,10569.79760227759
2047,Ref,ens10,2p6,discounted,1A,10119.628312188908
2047,Ref,ens10,2p6,discounted,1AS,10708.796254717796
2047,Ref,ens10,2p6,high,1A,10014.060788552064
2047,Ref,ens10,2p6,high,1AS,10600.407681794464
2047,Ref,ens10,2p6,low,1A,9640.818428603467
2047,Ref,ens10,2p6,low,1AS,10337.3537358447
2047,Ref,ens10,8p5,base,1A,9774.100194957658
2047,Ref,ens10,8p5,base,1AS,13172.893855932996
2047,Ref,ens10,8p5,discounted,1A,9972.009389079656
2047,Ref,ens10,8p5,discounted,1AS,13583.086260944046
2047,Ref,ens10,8p5,high,1A,9824.570743289105
2047,Ref,ens10,8p5,high,1AS,13263.600487832855
2047,Ref,ens10,8p5,low,1A,9404.938783979678
2047,Ref,ens10,8p5,low,1AS,12493.027477092615
2047,Ref,ens11,2p6,base,1A,11265.330973444326
2047,Ref,ens11,2p6,base,1AS,14887.53058867506
2047,Ref,ens11,2p6,discounted,1A,11698.589664770998
2047,Ref,ens11,2p6,discounted,1AS,15405.19476383802
2047,Ref,ens11,2p6,high,1A,11346.557508334421
2047,Ref,ens11,2p6,high,1AS,15005.057108855919
2047,Ref,ens11,2p6,low,1A,10675.360732797306
2047,Ref,ens11,2p6,low,1AS,13999.361869984139
2047,Ref,ens11,8p5,base,1A,11288.186623794047
2047,Ref,ens11,8p5,base,1AS,13572.839465992301
2047,Ref,ens11,8p5,discounted,1A,11721.959964961496
2047,Ref,ens11,8p5,discounted,1AS,13882.64951661848
2047,Ref,ens11,8p5,high,1A,11369.428902798969
2047,Ref,ens11,8p5,high,1AS,13650.539129946024
2047,Ref,ens11,8p5,low,1A,10699.853152778818
2047,Ref,ens11,8p5,low,1AS,12985.427389721863
2047,Ref,ens12,2p6,base,1A,9979.220172247442
2047,Ref,ens12,2p6,base,1AS,12028.485815808373
2047,Ref,ens12,2p6,discounted,1A,10158.900734576866
2047,Ref,ens12,2p6,discounted,1AS,12163.01350953611
2047,Ref,ens12,2p6,high,1A,10015.039817210913
2047,Ref,ens12,2p6,high,1AS,12070.512243935595
2047,Ref,ens12,2p6,low,1A,9715.741970229652
2047,Ref,ens12,2p6,low,1AS,11709.04658582597
2047,Ref,ens12,8p5,base,1A,9966.047939886244
2047,Ref,ens12,8p5,base,1AS,12015.905914342664
2047,Ref,ens12,8p5,discounted,1A,10152.073013168598
2047,Ref,ens12,8p5,discounted,1AS,12293.37433488616
2047,Ref,ens12,8p5,high,1A,10015.225694564595
2047,Ref,ens12,8p5,high,1AS,12077.0543765949
2047,Ref,ens12,8p5,low,1A,9606.694456016605
2047,Ref,ens12,8p5,low,1AS,11550.73478852749
2047,Ref,ens13,2p6,base,1A,8487.272311623086
2047,Ref,ens13,2p6,base,1AS,8884.242253467733
2047,Ref,ens13,2p6,discounted,1A,8470.885895161715
2047,Ref,ens13,2p6,discounted,1AS,8854.789562420925
2047,Ref,ens13,2p6,high,1A,8497.491720776543
2047,Ref,ens13,2p6,high,1AS,8892.29949679694
2047,Ref,ens13,2p6,low,1A,8410.392024913843
2047,Ref,ens13,2p6,low,1AS,8823.336248446885
2047,Ref,ens13,8p5,base,1A,7201.51695615474
2047,Ref,ens13,8p5,base,1AS,8854.920533648708
2047,Ref,ens13,8p5,discounted,1A,7171.19653104946
2047,Ref,ens13,8p5,discounted,1AS,8997.869695369258
2047,Ref,ens13,8p5,high,1A,7210.115267501227
2047,Ref,ens13,8p5,high,1AS,8898.25889620222
2047,Ref,ens13,8p5,low,1A,7136.925626055132
2047,Ref,ens13,8p5,low,1AS,8527.132845735341
2047,Ref,ens2,2p6,base,1A,8567.17100627345
2047,Ref,ens2,2p6,base,1AS,10317.89667864138
2047,Ref,ens2,2p6,discounted,1A,8564.330320979052
2047,Ref,ens2,2p6,discounted,1AS,10451.839896492427
2047,Ref,ens2,2p6,high,1A,8579.236862071964
2047,Ref,ens2,2p6,high,1AS,10359.757218909692
2047,Ref,ens2,2p6,low,1A,8476.340614803335
2047,Ref,ens2,2p6,low,1AS,9999.870542460145
2047,Ref,ens2,8p5,base,1A,10118.838254402446
2047,Ref,ens2,8p5,base,1AS,13551.529300274846
2047,Ref,ens2,8p5,discounted,1A,10300.203183149484
2047,Ref,ens2,8p5,discounted,1AS,13883.98659649473
2047,Ref,ens2,8p5,high,1A,10154.96999981682
2047,Ref,ens2,8p5,high,1AS,13632.40953852228
2047,Ref,ens2,8p5,low,1A,9853.426004045004
2047,Ref,ens2,8p5,low,1AS,12941.612159433227
2047,Ref,ens3,2p6,base,1A,8901.697182585778
2047,Ref,ens3,2p6,base,1AS,13608.984154594835
2047,Ref,ens3,2p6,discounted,1A,8853.874541146703
2047,Ref,ens3,2p6,discounted,1AS,14142.70103417904
2047,Ref,ens3,2p6,high,1A,8921.006063633311
2047,Ref,ens3,2p6,high,1AS,13729.418288847985
2047,Ref,ens3,2p6,low,1A,8756.548293169535
2047,Ref,ens3,2p6,low,1AS,12700.925121271523
2047,Ref,ens3,8p5,base,1A,8959.720661779013
2047,Ref,ens3,8p5,base,1AS,12310.603217588821
2047,Ref,ens3,8p5,discounted,1A,8959.720661779013
2047,Ref,ens3,8p5,discounted,1AS,12468.838970930201
2047,Ref,ens3,8p5,high,1A,8959.720661779013
2047,Ref,ens3,8p5,high,1AS,12356.23079221907
2047,Ref,ens3,8p5,low,1A,8959.720661779013
2047,Ref,ens3,8p5,low,1AS,11965.63520262147
2047,Ref,ens4,2p6,base,1A,8566.707095143947
2047,Ref,ens4,2p6,base,1AS,11775.040112792387
2047,Ref,ens4,2p6,discounted,1A,8577.596591295896
2047,Ref,ens4,2p6,discounted,1AS,11983.629741326233
2047,Ref,ens4,2p6,high,1A,8580.553736786938
2047,Ref,ens4,2p6,high,1AS,11838.932721111383
2047,Ref,ens4,2p6,low,1A,8462.399751724754
2047,Ref,ens4,2p6,low,1AS,11297.919936378214
2047,Ref,ens4,8p5,base,1A,10263.0936199286
2047,Ref,ens4,8p5,base,1AS,10809.286711375373
2047,Ref,ens4,8p5,discounted,1A,10481.809892655214
2047,Ref,ens4,8p5,discounted,1AS,10984.47728943641
2047,Ref,ens4,8p5,high,1A,10304.132208787987
2047,Ref,ens4,8p5,high,1AS,10844.890990121328
2047,Ref,ens4,8p5,low,1A,9964.546577057157
2047,Ref,ens4,8p5,low,1AS,10539.620622521918
2047,Ref,ens5,2p6,base,1A,11492.06532526879
2047,Ref,ens5,2p6,base,1AS,12241.03280809956
2047,Ref,ens5,2p6,discounted,1A,11929.39277622653
2047,Ref,ens5,2p6,discounted,1AS,12556.62812624691
2047,Ref,ens5,2p6,high,1A,11574.021018902342
2047,Ref,ens5,2p6,high,1AS,12307.537052806309
2047,Ref,ens5,2p6,low,1A,10897.879647995056
2047,Ref,ens5,2p6,low,1AS,11738.030834413032
2047,Ref,ens5,8p5,base,1A,14486.565675474882
2047,Ref,ens5,8p5,base,1AS,17169.812998359113
2047,Ref,ens5,8p5,discounted,1A,15057.547700145682
2047,Ref,ens5,8p5,discounted,1AS,17612.02001990308
2047,Ref,ens5,8p5,high,1A,14611.596987105355
2047,Ref,ens5,8p5,high,1AS,17278.06597689666
2047,Ref,ens5,8p5,low,1A,13573.773997906395
2047,Ref,ens5,8p5,low,1AS,16350.936388874474
2047,Ref,ens6,2p6,base,1A,10364.597957620676
2047,Ref,ens6,2p6,base,1AS,10900.19758425377
2047,Ref,ens6,2p6,discounted,1A,10548.06180924531
2047,Ref,ens6,2p6,discounted,1AS,11041.474956217507
2047,Ref,ens6,2p6,high,1A,10401.169148426645
2047,Ref,ens6,2p6,high,1AS,10931.31773772156
2047,Ref,ens6,2p6,low,1A,10095.632308311255
2047,Ref,ens6,2p6,low,1AS,10663.7280430493
2047,Ref,ens6,8p5,base,1A,11670.232479016833
2047,Ref,ens6,8p5,base,1AS,15384.929835366995
2047,Ref,ens6,8p5,discounted,1A,12000.34830633535
2047,Ref,ens6,8p5,discounted,1AS,15790.645408257284
2047,Ref,ens6,8p5,high,1A,11738.518314228968
2047,Ref,ens6,8p5,high,1AS,15488.140445925868
2047,Ref,ens6,8p5,low,1A,11167.807865143503
2047,Ref,ens6,8p5,low,1AS,14603.40140175237
2047,Ref,ens7,2p6,base,1A,8988.396957829638
2047,Ref,ens7,2p6,base,1AS,12389.9062640924
2047,Ref,ens7,2p6,discounted,1A,8988.396957829638
2047,Ref,ens7,2p6,discounted,1AS,12513.345046584438
2047,Ref,ens7,2p6,high,1A,8988.396957829638
2047,Ref,ens7,2p6,high,1AS,12430.90300181539
2047,Ref,ens7,2p6,low,1A,8988.396957829638
2047,Ref,ens7,2p6,low,1AS,12078.576596928022
2047,Ref,ens7,8p5,base,1A,10125.984317829923
2047,Ref,ens7,8p5,base,1AS,14950.982155826847
2047,Ref,ens7,8p5,discounted,1A,10291.11707910263
2047,Ref,ens7,8p5,discounted,1AS,15515.645972791082
2047,Ref,ens7,8p5,high,1A,10172.751519318364
2047,Ref,ens7,8p5,high,1AS,15087.367901525873
2047,Ref,ens7,8p5,low,1A,9780.277841154542
2047,Ref,ens7,8p5,low,1AS,13918.180174173789
2047,Ref,ens8,2p6,base,1A,10077.351706228352
2047,Ref,ens8,2p6,base,1AS,13288.648063002562
2047,Ref,ens8,2p6,discounted,1A,10258.047260589583
2047,Ref,ens8,2p6,discounted,1AS,13846.509978469836
2047,Ref,ens8,2p6,high,1A,10113.374154583584
2047,Ref,ens8,2p6,high,1AS,13399.35772075559
2047,Ref,ens8,2p6,low,1A,9812.374660572155
2047,Ref,ens8,2p6,low,1AS,12458.913146200557
2047,Ref,ens8,8p5,base,1A,10411.94817334515
2047,Ref,ens8,8p5,base,1AS,13794.157779465499
2047,Ref,ens8,8p5,discounted,1A,10411.94817334515
2047,Ref,ens8,8p5,discounted,1AS,13986.49580890814
2047,Ref,ens8,8p5,high,1A,10411.94817334515
2047,Ref,ens8,8p5,high,1AS,13844.226018780877
2047,Ref,ens8,8p5,low,1A,10411.94817334515
2047,Ref,ens8,8p5,low,1AS,13417.755990580292
2047,Ref,ens9,2p6,base,1A,8736.573265612888
2047,Ref,ens9,2p6,base,1AS,12001.152050381244
2047,Ref,ens9,2p6,discounted,1A,8703.05939370731
2047,Ref,ens9,2p6,discounted,1AS,12320.142000412072
2047,Ref,ens9,2p6,high,1A,8757.502792226742
2047,Ref,ens9,2p6,high,1AS,12080.2966189809
2047,Ref,ens9,2p6,low,1A,8579.161754152721
2047,Ref,ens9,2p6,low,1AS,11402.853101720071
2047,Ref,ens9,8p5,base,1A,10312.438786954051
2047,Ref,ens9,8p5,base,1AS,12190.568757796695
2047,Ref,ens9,8p5,discounted,1A,10386.924226052304
2047,Ref,ens9,8p5,discounted,1AS,12436.763995216364
2047,Ref,ens9,8p5,high,1A,10334.762816470036
2047,Ref,ens9,8p5,high,1AS,12247.749120294995
2047,Ref,ens9,8p5,low,1A,10144.589277300218
2047,Ref,ens9,8p5,low,1AS,11757.085999358233
2048,Pol,ens1,2p6,base,1A,14051.371382136429
2048,Pol,ens1,2p6,base,1AS,21813.79528095026
2048,Pol,ens1,2p6,discounted,1A,14226.453311892508
2048,Pol,ens1,2p6,discounted,1AS,22575.458855551504
2048,Pol,ens1,2p6,high,1A,14101.711539491473
2048,Pol,ens1,2p6,high,1AS,21967.208785654795
2048,Pol,ens1,2p6,low,1A,13662.770857289348
2048,Pol,ens1,2p6,low,1AS,20564.72300784262
2048,Pol,ens10,2p6,base,1A,13807.717997622784
2048,Pol,ens10,2p6,base,1AS,16883.28145785811
2048,Pol,ens10,2p6,discounted,1A,13959.991395322932
2048,Pol,ens10,2p6,discounted,1AS,17210.188455224667
2048,Pol,ens10,2p6,high,1A,13841.308392174265
2048,Pol,ens10,2p6,high,1AS,16951.823138564825
2048,Pol,ens10,2p6,low,1A,13547.225921030806
2048,Pol,ens10,2p6,low,1AS,16327.216188675478
2048,Pol,ens11,2p6,base,1A,13861.493155278822
2048,Pol,ens11,2p6,base,1AS,25886.282237447045
2048,Pol,ens11,2p6,discounted,1A,14053.14760372323
2048,Pol,ens11,2p6,discounted,1AS,26838.073280286782
2048,Pol,ens11,2p6,high,1A,13900.58752273997
2048,Pol,ens11,2p6,high,1AS,26089.15210449042
2048,Pol,ens11,2p6,low,1A,13559.31900846386
2048,Pol,ens11,2p6,low,1AS,24241.154030733134
2048,Pol,ens12,2p6,base,1A,28786.5640923787
2048,Pol,ens12,2p6,base,1AS,30616.13678978847
2048,Pol,ens12,2p6,discounted,1A,29145.542877360494
2048,Pol,ens12,2p6,discounted,1AS,30799.511045673033
2048,Pol,ens12,2p6,high,1A,28859.834611474682
2048,Pol,ens12,2p6,high,1AS,30662.567490035046
2048,Pol,ens12,2p6,low,1A,28219.44333046553
2048,Pol,ens12,2p6,low,1AS,30243.452338500792
2048,Pol,ens13,2p6,base,1A,6154.423363758819
2048,Pol,ens13,2p6,base,1AS,6449.447171642527
2048,Pol,ens13,2p6,discounted,1A,6154.423363758819
2048,Pol,ens13,2p6,discounted,1AS,6449.447171642527
2048,Pol,ens13,2p6,high,1A,6154.423363758819
2048,Pol,ens13,2p6,high,1AS,6449.447171642527
2048,Pol,ens13,2p6,low,1A,6154.423363758819
2048,Pol,ens13,2p6,low,1AS,6449.447171642527
2048,Pol,ens2,2p6,base,1A,11241.164871881034
2048,Pol,ens2,2p6,base,1AS,14018.646895781738
2048,Pol,ens2,2p6,discounted,1A,11238.25858387138
2048,Pol,ens2,2p6,discounted,1AS,14144.426991015327
2048,Pol,ens2,2p6,high,1A,11253.482287942741
2048,Pol,ens2,2p6,high,1AS,14058.369047874905
2048,Pol,ens2,2p6,low,1A,11147.01462708012
2048,Pol,ens2,2p6,low,1AS,13702.26613629951
2048,Pol,ens3,2p6,base,1A,12226.227745388867
2048,Pol,ens3,2p6,base,1AS,17473.242365069793
2048,Pol,ens3,2p6,discounted,1A,12226.227745388867
2048,Pol,ens3,2p6,discounted,1AS,17873.812422004863
2048,Pol,ens3,2p6,high,1A,12226.227745388867
2048,Pol,ens3,2p6,high,1AS,17552.97929475238
2048,Pol,ens3,2p6,low,1A,12226.227745388867
2048,Pol,ens3,2p6,low,1AS,16823.309742880545
2048,Pol,ens4,2p6,base,1A,9228.038794088749
2048,Pol,ens4,2p6,base,1AS,9732.851276661158
2048,Pol,ens4,2p6,discounted,1A,9196.836454176731
2048,Pol,ens4,2p6,discounted,1AS,9704.642644264828
2048,Pol,ens4,2p6,high,1A,9236.841665662027
2048,Pol,ens4,2p6,high,1AS,9740.516780595592
2048,Pol,ens4,2p6,low,1A,9161.264570380643
2048,Pol,ens4,2p6,low,1AS,9674.187993170946
2048,Pol,ens5,2p6,base,1A,14276.474973085546
2048,Pol,ens5,2p6,base,1AS,19914.452999275716
2048,Pol,ens5,2p6,discounted,1A,14432.435271472083
2048,Pol,ens5,2p6,discounted,1AS,20210.46557088101
2048,Pol,ens5,2p6,high,1A,14310.863370697436
2048,Pol,ens5,2p6,high,1AS,19990.611494292534
